RecordNo,endtime,qweek,i12_health_1,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,weight,age,gender,state,household_size,employment_status,Vent_3,vac_boost_1,vac12_booster_other,vac_man_1,vac_man_2,vac_man_3,vac_man_4,vac_man_5,vac_man_6,vac_man_7,vac_man_96,vac_man_99,household_children_resp,future_1,future_2,had_covid_2,future_3
53589,25/03/2022 16:09,week 54,Always,Sometimes,Always,Always,Rarely,Always,Not at all,Not at all,Not at all,Sometimes,Rarely,Not at all,0.703663666,26,Male,South Australia,4,Part time employment,Not at all,No,__NA__,Yes,Yes,Yes,Yes,No,No,No,No,No,0,3 – About the same,3 – About the same,No,1 – A lot less impact
53590,25/03/2022 16:27,week 54,Not at all,Always,Always,Sometimes,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0.880970595,39,Male,Queensland,2,Full time employment,Not at all,No,Recently had COVID,No,Yes,No,No,No,No,No,No,No,0,3 – About the same,3 – About the same,Yes,3 – About the same
53591,25/03/2022 16:46,week 54,Always,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,0.874049975,47,Male,Western Australia,5,Part time employment,Sometimes,No,__NA__,No,No,No,No,No,No,No,No,Yes,3,5 - A lot more of an impact,5 - A lot more of an impact,No,5 - A lot more of an impact
53592,25/03/2022 18:28,week 54,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,0.874049975,38,Male,Western Australia,4,Full time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,5 - A lot more of an impact,5 - A lot more of an impact,No,5 - A lot more of an impact
53593,25/03/2022 18:30,week 54,Frequently,Frequently,Always,Always,Frequently,Sometimes,Always,Frequently,Frequently,Frequently,Frequently,Frequently,1.098087052,29,Female,New South Wales,4,Part time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53594,25/03/2022 18:39,week 54,Always,Always,Always,Frequently,Not at all,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Not at all,0.703663666,27,Male,South Australia,4,Part time employment,Rarely,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,2,3 – About the same,3 – About the same,No,3 – About the same
53595,25/03/2022 18:40,week 54,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Not at all,0.813491565,31,Female,Queensland,4,Not working,Always,No,__NA__,No,No,No,No,No,No,No,No,Yes,2,3 – About the same,3 – About the same,No,3 – About the same
53596,25/03/2022 18:50,week 54,Not at all,Sometimes,Frequently,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0.803936432,30,Female,New South Wales,2,Not working,Not at all, ,__NA__,No,No,No,No,No,No,No,No,Yes,Don't know,3 – About the same,3 – About the same,No,2
53597,25/03/2022 18:56,week 54,Not at all,Frequently,Frequently,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0.803936432,30,Female,New South Wales,2,Not working,Not at all, ,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,2,No,2
53598,25/03/2022 19:03,week 54,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,1.051306004,38,Male,Victoria,4,Full time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,3 – About the same,2,No,3 – About the same
53599,25/03/2022 19:10,week 54,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,1.232960476,26,Female,South Australia,4,Full time employment,Always,No,__NA__,No,No,Yes,No,Yes,No,No,No,No,2,3 – About the same,3 – About the same,No,3 – About the same
53600,25/03/2022 19:23,week 54,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,0.880970595,37,Male,Queensland,4,Full time employment,Always,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,3 – About the same,2,No,3 – About the same
53601,25/03/2022 19:37,week 54,Sometimes,Frequently,Always,Frequently,Sometimes,Not at all,Rarely,Not at all,Not at all,Not at all,Sometimes,Sometimes,0.714590092,36,Female,New South Wales,4,Part time employment,Rarely,Yes,__NA__,Yes,Yes,Yes,Yes,No,No,No,No,No,2,4,2,No,2
53602,25/03/2022 20:01,week 54,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,0.880970595,36,Male,Queensland,Don't know,Part time employment,Sometimes,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,3 – About the same,Yes,3 – About the same
53603,25/03/2022 20:18,week 54,Not at all,Rarely,Frequently,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,1.150833454,41,Male,Australian Capital Territory,4,Full time employment,Not at all,Yes,__NA__,Yes,Yes,No,No,No,No,No,No,No,2,2,1 – A lot less impact,No,1 – A lot less impact
53604,25/03/2022 20:19,week 54,Always,Always,Always,Always,Sometimes,Frequently,Frequently,Frequently,Always,Always,Always,Sometimes,1.107123592,32,Male,Western Australia,4,Full time employment,Frequently, ,__NA__,No,No,No,No,No,No,No,No,Yes,2,3 – About the same,2,No,2
53605,25/03/2022 20:21,week 54,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,0.555527147,38,Male,South Australia,4,Full time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,3 – About the same,2,No,3 – About the same
53606,25/03/2022 20:28,week 54,Not at all,Always,Always,Always,Sometimes,Not at all,Always,Not at all,Not at all,Always,Frequently,Not at all,0.969339937,58,Female,Victoria,2,Part time employment,Frequently,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,0,5 - A lot more of an impact,5 - A lot more of an impact,No,5 - A lot more of an impact
53607,25/03/2022 20:35,week 54,Always,Sometimes,Always,Always,Frequently,Sometimes,Always,Frequently,Always,Always,Always,Frequently,1.018565926,62,Female,New South Wales,2,Part time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,1,4,5 - A lot more of an impact,Yes,5 - A lot more of an impact
53608,25/03/2022 20:35,week 54,Always,Always,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Sometimes,Not at all,1.018565926,59,Female,New South Wales,3,Unemployed,Rarely,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,2
53609,25/03/2022 20:39,week 54,Rarely,Rarely,Always,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Sometimes,Not at all,0.754580239,61,Female,Queensland,1,Part time employment,Not at all,Yes,__NA__,Yes,Yes,Yes,Yes,No,No,No,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53610,25/03/2022 20:39,week 54,Always,Frequently,Always,Always,Frequently,Frequently,Always,Frequently,Always,Always,Always,Frequently,0.928838105,42,Female,Queensland,2,Full time employment,Frequently, ,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,3 – About the same,No,3 – About the same
53611,25/03/2022 20:41,week 54,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,0.954604197,41,Male,Queensland,8 or more,Full time employment,Always,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,3 – About the same,2,No,3 – About the same
53612,25/03/2022 20:42,week 54,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Sometimes,0.976049966,49,Female,New South Wales,5,Full time employment,Frequently,Yes,__NA__,No,No,Yes,Yes,No,No,No,No,No,2,3 – About the same,2,No,2
53613,25/03/2022 20:45,week 54,Not at all,Sometimes,Always,Frequently,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0.754580239,55,Female,Queensland,3,Full time employment,Rarely,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,5 - A lot more of an impact,5 - A lot more of an impact,No,5 - A lot more of an impact
53614,25/03/2022 20:46,week 54,Always,Always,Always,Always,Frequently,Always,Rarely,Always,Always,Always,Always,Frequently,0.803936432,26,Female,New South Wales,8 or more,Full time employment,Always,No,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,1,3 – About the same,1 – A lot less impact,Yes,1 – A lot less impact
53615,25/03/2022 20:46,week 54,Not at all,Not at all,Always,Not at all,Rarely,Not at all,Not at all,Not at all,Not at all,Not at all,Rarely,Rarely,0.969339937,64,Female,Victoria,2,Full time employment,Not at all,No,Doesn’t work,No,No,No,No,No,No,No,No,Yes,0,1 – A lot less impact,1 – A lot less impact,No,1 – A lot less impact
53616,25/03/2022 20:48,week 54,Sometimes,Not at all,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0.929266178,62,Male,Queensland,4,Retired,Not at all,Yes,__NA__,Yes,Yes,Yes,Yes,No,No,No,No,No,2,3 – About the same,3 – About the same,No,1 – A lot less impact
53617,25/03/2022 20:50,week 54,Rarely,Frequently,Not at all,Sometimes,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0.929266178,61,Male,Queensland,2,Full time employment,Not at all,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53618,25/03/2022 20:54,week 54,Always,Always,Always,Always,Always,Not at all,Always,Always,Always,Always,Always,Sometimes,0.813491565,26,Female,Queensland,3,Full time employment,Always,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,1,1 – A lot less impact,1 – A lot less impact,No,1 – A lot less impact
53619,25/03/2022 20:55,week 54,Always,Always,Always,Always,Always,Frequently,Always,Frequently,Sometimes,Rarely,Always,Frequently,0.803936432,31,Female,New South Wales,3,Full time employment,Always,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,1,5 - A lot more of an impact,4,No,3 – About the same
53620,25/03/2022 21:00,week 54,Frequently,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Frequently,Sometimes,Frequently,Frequently,Frequently,Sometimes,0.976049966,40,Female,New South Wales,4,Full time employment,Frequently,Yes,__NA__,No,Yes,Yes,No,No,No,No,No,No,1,5 - A lot more of an impact,5 - A lot more of an impact,No,5 - A lot more of an impact
53621,25/03/2022 21:04,week 54,Frequently,Frequently,Frequently,Frequently,Rarely,Frequently,Frequently,Rarely,Sometimes,Frequently,Frequently,Rarely,0.969339937,51,Female,Victoria,4,Full time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,No,No,2,3 – About the same,4,No,5 - A lot more of an impact
53622,25/03/2022 21:04,week 54,Not at all,Not at all,Frequently,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0.969339937,63,Female,Victoria,2,Retired,Rarely,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,2,No,2
53623,25/03/2022 21:05,week 54,Always,Always,Always,Always,Always,Rarely,Always,Always,Always,Always,Always,Sometimes,0.653943707,36,Female,South Australia,3,Full time employment,Always,No,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,1 – A lot less impact,1 – A lot less impact,No,1 – A lot less impact
53624,25/03/2022 21:07,week 54,Always,Frequently,Always,Always,Sometimes,Not at all,Always,Not at all,Sometimes,Always,Always,Not at all,0.813491565,33,Female,Queensland,2,Part time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53625,25/03/2022 21:09,week 54,Frequently,Always,Always,Always,Frequently,Always,Frequently,Frequently,Always,Always,Always,Sometimes,1.018565926,55,Female,New South Wales,Don't know,Part time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Don't know,4,4,No,3 – About the same
53626,25/03/2022 21:10,week 54,Always,Always,Always,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Frequently,1.018565926,58,Female,New South Wales,1,Retired,Frequently,No,I have had the booster,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,3 – About the same,No,2
53627,25/03/2022 21:12,week 54,Always,Always,Always,Always,Frequently,Always,Sometimes,Rarely,Frequently,Always,Frequently,Sometimes,0.803936432,31,Female,New South Wales,3,Full time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,5 - A lot more of an impact,4,No,2
53628,25/03/2022 21:14,week 54,Frequently,Frequently,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Sometimes,1.051306004,40,Male,Victoria,1,Unemployed,Frequently,No,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,3 – About the same,No,3 – About the same
53629,25/03/2022 21:16,week 54,Not at all,Not at all,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0.86847834,64,Male,New South Wales,2,Part time employment,Not at all,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,0,1 – A lot less impact,1 – A lot less impact,Yes,1 – A lot less impact
53630,25/03/2022 21:24,week 54,Frequently,Always,Always,Frequently,Frequently,Frequently,Always,Always,Always,Frequently,Always,Frequently,0.892158875,37,Male,New South Wales,4,Full time employment,Always,No,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,3 – About the same,3 – About the same,No,1 – A lot less impact
53631,25/03/2022 21:25,week 54,Always,Frequently,Always,Always,Sometimes,Not at all,Always,Rarely,Rarely,Sometimes,Frequently,Rarely,0.976049966,40,Female,New South Wales,Prefer not to say,Full time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Prefer not to say,3 – About the same,3 – About the same,No,3 – About the same
53632,25/03/2022 21:27,week 54,Always,Frequently,Frequently,Frequently,Always,Always,Sometimes,Always,Frequently,Frequently,Frequently,Frequently,1.248057742,32,Male,New South Wales,3,Full time employment,Always,Yes,__NA__,Yes,Yes,No,No,No,No,No,No,No,0,4,3 – About the same,Yes,4
53633,25/03/2022 21:27,week 54,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,0.892158875,36,Male,New South Wales,4,Full time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,3 – About the same,3 – About the same,No,2
53634,25/03/2022 21:30,week 54,Sometimes,Frequently,Always,Frequently,Rarely,Rarely,Not at all,Not at all,Not at all,Not at all,Sometimes,Not at all,1.054126031,22,Female,Victoria,3,Full time employment,Rarely,No,Why would we need a booster if there was so much certainty going towards 2 doses being sufficient and it was even taken to the point that people in society were discriminated and shuned (unable to go to a shopping centre) if they hadn't gotten it. 2 doses is enough for me.,Yes,No,No,No,No,No,No,Yes,No,0,3 – About the same,3 – About the same,No,1 – A lot less impact
53635,25/03/2022 21:30,week 54,Not at all,Not at all,Always,Not at all,Not at all,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,1.095934088,49,Female,South Australia,1,Full time employment,Not at all, ,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,3 – About the same,No,3 – About the same
53636,25/03/2022 21:30,week 54,Frequently,Sometimes,Always,Not at all,Rarely,Not at all,Always,Frequently,Always,Always,Not at all,Not at all,1.342485711,41,Male,Tasmania,2,Full time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,4,5 - A lot more of an impact,No,3 – About the same
53637,25/03/2022 21:31,week 54,Rarely,Sometimes,Always,Sometimes,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Rarely,Not at all,0.976049966,37,Female,New South Wales,3,Not working,Not at all,No,__NA__,No,No,No,No,No,No,No,No,Yes,1,3 – About the same,3 – About the same,No,3 – About the same
53638,25/03/2022 21:35,week 54,Sometimes,Always,Always,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Frequently,Not at all,0.810943348,20,Female,New South Wales,Prefer not to say,Part time employment,Not at all,No,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,3 – About the same,Yes,3 – About the same
53639,25/03/2022 21:36,week 54,Frequently,Not at all,Always,Always,Not at all,Not at all,Rarely,Not at all,Rarely,Sometimes,Rarely,Rarely,1.018565926,57,Female,New South Wales,1,Part time employment,Rarely,No,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,3 – About the same,Yes,2
53640,25/03/2022 21:37,week 54,Frequently,Frequently,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,1.150833454,45,Male,Australian Capital Territory,3,Full time employment,Always,No,__NA__,No,No,No,No,No,No,No,No,Yes,2,3 – About the same,2,Yes,2
53641,25/03/2022 21:38,week 54,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1.248057742,26,Male,New South Wales,5,Part time employment,Sometimes,No,__NA__,No,No,No,No,Yes,No,No,No,No,Prefer not to say,3 – About the same,3 – About the same,No,3 – About the same
53642,25/03/2022 21:39,week 54,Always,Always,Frequently,Frequently,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Frequently,Rarely,1.132687324,29,Female,Western Australia,3,Full time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1,1 – A lot less impact,1 – A lot less impact,Yes,1 – A lot less impact
53643,25/03/2022 21:41,week 54,Always,Always,Always,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Always,Always,Always,0.803936432,27,Female,New South Wales,3,Unemployed,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1,3 – About the same,3 – About the same,No,3 – About the same
53644,25/03/2022 21:48,week 54,Sometimes,Sometimes,Always,Always,Rarely,Frequently,Not at all,Rarely,Rarely,Rarely,Frequently,Not at all,0.555527147,37,Male,South Australia,2,Full time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53645,25/03/2022 21:48,week 54,Frequently,Sometimes,Always,Frequently,Sometimes,Frequently,Sometimes,Rarely,Sometimes,Sometimes,Frequently,Not at all,1.248057742,32,Male,New South Wales,2,Full time employment,Sometimes,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,0,2,2,No,1 – A lot less impact
53646,25/03/2022 21:51,week 54,Frequently,Sometimes,Sometimes,Rarely,Rarely,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Rarely,Frequently,0.86847834,63,Male,New South Wales,3,Full time employment,Sometimes,Yes,__NA__,Yes,No,No,No,No,No,No,No,No,0,4,3 – About the same,No,3 – About the same
53647,25/03/2022 21:53,week 54,Rarely,Frequently,Always,Frequently,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0.819212712,37,Female,Victoria,3,Part time employment,Not at all,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,1,3 – About the same,2,No,2
53648,25/03/2022 21:53,week 54,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,0.86847834,63,Male,New South Wales,1,Retired,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53649,25/03/2022 21:53,week 54,Frequently,Frequently,Always,Always,Not at all,Not at all,Always,Not at all,Not at all,Sometimes,Sometimes,Not at all,1.018565926,55,Female,New South Wales,3,Not working,Not at all,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53650,25/03/2022 21:53,week 54,Always,Frequently,Always,Frequently,Frequently,Always,Sometimes,Always,Always,Always,Always,Sometimes,0.954604197,49,Male,Queensland,4,Full time employment,Always,Yes,__NA__,Yes,Yes,Yes,Yes,No,No,Yes,No,No,2,3 – About the same,3 – About the same,No,3 – About the same
53651,25/03/2022 21:54,week 54,Always,Frequently,Frequently,Always,Always,Frequently,Frequently,Always,Frequently,Always,Always,Frequently,0.954604197,41,Male,Queensland,4,Full time employment,Always,Yes,__NA__,Yes,No,Yes,No,Yes,No,No,No,No,2,5 - A lot more of an impact,3 – About the same,Yes,5 - A lot more of an impact
53652,25/03/2022 21:56,week 54,Always,Always,Always,Always,Frequently,Frequently,Frequently,Always,Always,Always,Always,Frequently,0.714590092,48,Female,New South Wales,3,Not working,Always,Yes,__NA__,Yes,Yes,Yes,Yes,No,No,No,No,No,2,3 – About the same,3 – About the same,No,3 – About the same
53653,25/03/2022 22:00,week 54,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,1.1300614,32,Male,New South Wales,5,Full time employment,Frequently, ,__NA__,No,No,No,No,No,No,No,No,Yes,1,5 - A lot more of an impact,5 - A lot more of an impact,No,5 - A lot more of an impact
53654,25/03/2022 22:05,week 54,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,1.018565926,56,Female,New South Wales,Prefer not to say,Not working,Always, ,__NA__,No,No,No,No,No,No,No,No,Yes,Prefer not to say,4,4,No,4
53655,25/03/2022 22:06,week 54,Not at all,Rarely,Sometimes,Not at all,Not at all,Not at all,Always,Not at all,Not at all,Not at all,Not at all,Not at all,1.209158351,34,Male,Queensland,1,Full time employment,Not at all,Yes,__NA__,Yes,Yes,Yes,Yes,No,No,No,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53656,25/03/2022 22:10,week 54,Frequently,Always,Always,Always,Not at all,Sometimes,Always,Rarely,Rarely,Frequently,Frequently,Not at all,1.232960476,32,Female,South Australia,3,Part time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,No,No,No,No,No,1,3 – About the same,2,No,1 – A lot less impact
53657,25/03/2022 22:11,week 54,Frequently,Frequently,Frequently,Frequently,Not at all,Not at all,Rarely,Not at all,Not at all,Sometimes,Always,Not at all,1.502703665,58,Male,Northern Territory,1,Full time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0,3 – About the same,2,No,2
53658,25/03/2022 22:23,week 54,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,1.120286931,59,Male,Australian Capital Territory,2,Full time employment,Not at all,Yes,__NA__,Yes,Yes,Yes,No,No,No,No,No,No,0,3 – About the same,3 – About the same,No,2
53659,25/03/2022 22:23,week 54,Always,Frequently,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Frequently,1.054126031,22,Female,Victoria,2,Retired,Always,Yes,__NA__,Yes,Yes,Yes,No,No,No,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53660,25/03/2022 22:24,week 54,Frequently,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,0.653943707,43,Female,South Australia,3,Not working,Always,No,__NA__,No,No,No,No,No,No,No,No,Yes,2,5 - A lot more of an impact,5 - A lot more of an impact,No,5 - A lot more of an impact
53661,25/03/2022 22:25,week 54,Always,Frequently,Sometimes,Sometimes,Rarely,Always,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,0.954604197,42,Male,Queensland,3,Part time employment,Sometimes,No,__NA__,No,No,Yes,No,No,No,No,No,No,0,3 – About the same,2,No,2
53662,25/03/2022 22:27,week 54,Sometimes,Frequently,Always,Rarely,Sometimes,Not at all,Always,Not at all,Not at all,Sometimes,Rarely,Not at all,0.954604197,47,Male,Queensland,3,Full time employment,Frequently,No,no time to booking,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,1,3 – About the same,3 – About the same,No,3 – About the same
53663,25/03/2022 22:28,week 54,Always,Sometimes,Always,Always,Frequently,Sometimes,Frequently,Frequently,Always,Always,Frequently,Frequently,1.143672105,62,Female,South Australia,1,Unemployed,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53664,25/03/2022 22:29,week 54,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,1.1300614,33,Male,New South Wales,5,Full time employment,Sometimes, ,__NA__,No,No,No,No,No,No,No,No,Yes,1,5 - A lot more of an impact,5 - A lot more of an impact,No,5 - A lot more of an impact
53665,25/03/2022 22:29,week 54,Frequently,Always,Always,Frequently,Sometimes,Always,Always,Always,Always,Always,Always,Sometimes,1.248057742,32,Male,New South Wales,2,Full time employment,Frequently,No,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,3 – About the same,No,2
53666,25/03/2022 22:30,week 54,Frequently,Always,Always,Always,Frequently,Frequently,Sometimes,Sometimes,Frequently,Sometimes,Frequently,Rarely,0.714590092,48,Female,New South Wales,2,Not working,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
53667,25/03/2022 22:31,week 54,Always,Sometimes,Always,Always,Sometimes,Rarely,Always,Sometimes,Always,Always,Frequently,Sometimes,0.850850104,62,Male,Western Australia,1,Unemployed,Always,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,5 - A lot more of an impact,5 - A lot more of an impact,No,4
53668,25/03/2022 22:34,week 54,Not at all,Frequently,Frequently,Rarely,Not at all,Not at all,Sometimes,Not at all,Rarely,Not at all,Rarely,Not at all,0.929672979,22,Female,Victoria,4,Part time employment,Not at all,Yes,__NA__,No,No,No,No,No,No,No,Yes,No,0,3 – About the same,3 – About the same,No,3 – About the same
53669,25/03/2022 22:35,week 54,Sometimes,Frequently,Frequently,Always,Sometimes,Frequently,Sometimes,Frequently,Always,Always,Always,Frequently,0.714590092,38,Female,New South Wales,3,Part time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,No,No,No,No,No,0,4,3 – About the same,No,2
53670,25/03/2022 22:36,week 54,Sometimes,Always,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0.954604197,44,Male,Queensland,2,Full time employment,Not at all,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,1,3 – About the same,3 – About the same,Yes,3 – About the same
53671,25/03/2022 22:38,week 54,Always,Frequently,Always,Always,Frequently,Always,Frequently,Always,Always,Always,Frequently,Frequently,1.050660521,64,Female,Western Australia,2,Part time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,No,No,No,No,No,Prefer not to say,5 - A lot more of an impact,2,No,2
53672,25/03/2022 22:42,week 54,Always,Always,Always,Always,Sometimes,Not at all,Always,Sometimes,Always,Always,Always,Frequently,0.880970595,42,Male,Queensland,3,Unemployed,Frequently,No,Not sure if I need one or not yet,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1,3 – About the same,3 – About the same,No,3 – About the same
53673,25/03/2022 22:44,week 54,Always,Frequently,Always,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Sometimes,Not at all,1.103762522,25,Male,Victoria,3,Part time employment,Not at all,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0,4,3 – About the same,No,3 – About the same
